RecordID,CustomerID,City,Lat Long,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Churn Reason
125,0388-EOPEX,Riverside,"33.890046, -117.455583",Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,1,4263,Lack of self-service on Website
126,8205-OTCHB,Riverside,"33.930931, -117.361788",Male,No,No,No,22,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.6,1,3099,Network reliability
127,6235-VDHOM,Riverside,"34.004379, -117.447864",Female,Yes,No,No,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,131.05,1,4099,Limited range of services
128,7783-YKGDV,March Air Reserve Base,"33.888323, -117.277533",Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,1,2538,Lack of affordable download/upload speed
129,5609-CEBID,Hemet,"33.644585, -116.871544",Female,Yes,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,1,2666,Long distance charges
130,7218-HKQFK,Homeland,"33.761894, -117.120868",Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,1,3715,Don't know
131,4636-QRJKY,Idyllwild,"33.755039, -116.741796",Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.85,1,5032,Price too high
132,5956-VKDTT,Moreno Valley,"33.970661, -117.255039",Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,1,5273,Product dissatisfaction
133,9412-GHEEC,Murrieta,"33.581045, -117.14719",Male,No,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,1,3492,Service dissatisfaction
134,0257-ZESQC,Perris,"33.828289, -117.201666",Female,Yes,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,1,4517,Lack of self-service on Website
135,6825-UYPFK,Sun City,"33.707483, -117.200006",Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,1,2115,Network reliability
136,8397-MVTAZ,Sun City,"33.69887, -117.25071",Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480,1,2568,Don't know
137,9282-IZGQK,Irvine,"33.643095, -117.810896",Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85,1,5679,Don't know
138,1342-JPNKI,Lake Forest,"33.644849, -117.684254",Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,1,2966,Don't know
139,2817-NTQDO,Huntington Beach,"33.666301, -117.969501",Male,No,No,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.55,597,1,4856,Poor expertise of online support
140,6986-IJDHX,Huntington Beach,"33.679659, -118.016195",Male,No,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266,1,3364,Poor expertise of phone support
141,5301-GAUUY,Newport Beach,"33.601309, -117.902304",Male,No,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,1,5974,Competitor had better devices
142,0939-YAPAF,Santa Ana,"33.748478, -117.858918",Female,No,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,1,2744,Competitor offered higher download speeds
143,4710-FDUIZ,Santa Ana,"33.714829, -117.872941",Male,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,1,5170,Competitor offered more data
144,1218-VKFPE,Anaheim,"33.830209, -117.906099",Female,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,233.55,1,3535,Competitor made better offer
145,3627-FHKBK,Anaheim,"33.83796, -117.870494",Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,1,3244,Competitor had better devices
146,2865-TCHJW,Anaheim,"33.848733, -117.788357",Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,1,5808,Competitor had better devices
147,5192-EBGOV,Brea,"33.924143, -117.79387",Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,1,4880,Competitor offered higher download speeds
148,0719-SYFRB,Norco,"33.925833, -117.559639",Female,No,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,1,5670,Competitor offered higher download speeds
149,3419-SNJJD,Yorba Linda,"33.884073, -117.732197",Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,1,4196,Competitor offered higher download speeds
150,6543-CPZMK,Ventura,"34.360261, -119.306383",Male,No,Yes,No,9,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,1,2573,Competitor offered more data
151,4765-OXPPD,Ventura,"34.279221, -119.221437",Female,No,Yes,No,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.05,1,3983,Competitor offered more data
152,1009-IRMNA,Port Hueneme,"34.110124, -119.100972",Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,137.6,1,4479,Competitor offered more data
153,4554-YGZIH,Summerland,"34.420998, -119.60137",Male,Yes,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.05,4547.25,1,5059,Competitor made better offer
154,5099-BAILX,Santa Barbara,"34.419203, -119.710008",Male,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,1,2728,Competitor made better offer
155,7207-RMRDB,Santa Barbara,"34.437945, -119.77191",Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,1,5720,Competitor had better devices
156,4913-EHYUI,Alpaugh,"35.869626, -119.498771",Male,Yes,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65,1,6268,Competitor offered higher download speeds
157,0195-IESCP,Armona,"36.315979, -119.710852",Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,1,3573,Competitor offered more data
158,4580-TMHJU,Avenal,"35.916943, -120.129921",Female,No,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.15,2499.3,1,2152,Don't know
159,0970-ETWGE,Bodfish,"35.523991, -118.400432",Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,1,4996,Competitor had better devices
160,1626-ERCMM,Camp Nelson,"36.057458, -118.591951",Male,Yes,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,1899.65,1,5604,Competitor had better devices
161,0887-HJGAR,Coalinga,"36.186867, -120.387793",Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,1,2295,Competitor offered higher download speeds
162,5644-PDMZC,Delano,"35.772244, -119.209689",Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,1,2065,Competitor offered higher download speeds
163,9576-ANLXO,Earlimart,"35.858054, -119.305858",Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,1,2876,Competitor offered higher download speeds
164,2024-BASKD,Exeter,"36.301689, -119.018233",Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.6,74.6,1,3860,Competitor offered more data
165,4160-AMJTL,Fellows,"35.215731, -119.57013",Female,Yes,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,164.3,1,5432,Competitor offered more data
166,4464-JCOLN,Huron,"36.217864, -120.080117",Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,1,2362,Competitor offered more data
167,5650-VDUDS,Kernville,"35.852892, -118.397782",Female,No,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,1,2038,Competitor made better offer
168,7538-GWHML,Lemon Cove,"36.462671, -118.997291",Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,145.15,1,2323,Competitor made better offer
169,3859-CVCET,Lindsay,"36.205465, -119.085807",Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,1,2864,Competitor had better devices
170,3276-HDUEG,Maricopa,"34.737031, -119.460557",Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,75.05,1,4838,Competitor offered higher download speeds
171,0823-HSCDJ,Onyx,"35.676978, -118.101378",Male,Yes,No,No,52,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,1,5597,Competitor offered more data
172,0822-GAVAP,Posey,"35.861928, -118.636698",Female,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,62.25,1,3146,Competitor made better offer
173,1448-PWKYE,Shafter,"35.490705, -119.286833",Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80,1,2046,Competitor had better devices
174,0067-DKWBL,Tipton,"36.047414, -119.344304",Male,Yes,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.25,91.1,1,3475,Competitor had better devices
175,2276-YDAVZ,Wofford Heights,"35.690535, -118.552784",Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,270.7,1,4965,Competitor offered higher download speeds
176,5896-NPFWW,Visalia,"36.37559, -119.211689",Male,No,Yes,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.15,168.15,1,3273,Competitor offered higher download speeds
177,7133-VBDCG,Bakersfield,"35.16207, -119.194488",Female,No,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,1,4535,Competitor offered higher download speeds
178,1029-QFBEN,San Luis Obispo,"35.236549, -120.727344",Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,1,3556,Competitor offered more data
179,4952-YSOGZ,Lompoc,"34.601055, -120.382917",Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,381.3,1,5640,Competitor offered more data
180,1589-AGTLK,Lompoc,"34.757477, -120.550507",Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.35,141.5,1,2450,Competitor offered more data
181,5244-IRFIH,Los Alamos,"34.758699, -120.275839",Male,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55,1,4333,Competitor made better offer
182,2684-EIWEO,Oceano,"35.059695, -120.604741",Female,Yes,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.7,2758.15,1,2482,Competitor made better offer
183,6439-GTPCA,Pismo Beach,"35.165668, -120.655842",Female,No,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.25,3941.7,1,5269,Competitor had better devices
184,5138-WVKYJ,Mojave,"35.097323, -118.171288",Male,No,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.55,1008.55,1,3658,Competitor offered higher download speeds
185,6683-VLCTZ,Johannesburg,"35.363339, -117.637641",Male,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55,1842.8,1,5444,Competitor offered more data
186,2189-WWOEW,Keene,"35.214982, -118.59049",Female,No,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,1,3579,Don't know
187,1894-IGFSG,Lancaster,"34.712708, -117.889656",Female,No,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,1,3161,Competitor had better devices
188,7379-POKDZ,Lancaster,"34.741406, -118.38111",Male,No,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,1,3038,Competitor had better devices
189,0236-HFWSV,Palmdale,"34.557711, -118.029441",Male,No,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,1,5264,Competitor offered higher download speeds
190,3900-AQPHZ,Pearblossom,"34.445239, -117.894868",Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,1,4248,Competitor offered higher download speeds
191,5842-POCOP,Randsburg,"35.405722, -117.773354",Female,No,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,1,4356,Competitor offered higher download speeds
192,2037-XJFUP,Ridgecrest,"35.603913, -117.67828",Male,No,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.8,3036.75,1,4161,Competitor offered more data
193,7314-OXENN,Trona,"35.74837, -117.384948",Male,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,184.65,1,3051,Competitor offered more data
194,0322-CHQRU,Palmdale,"34.598221, -117.79593",Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,1,3478,Competitor offered more data
195,4678-DVQEO,Bass Lake,"37.458367, -119.345011",Female,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,1,4138,Competitor made better offer
196,0691-IFBQW,Biola,"36.798882, -120.019511",Female,Yes,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,4874.8,1,2403,Competitor made better offer
197,3009-JWMPU,Five Points,"36.397745, -120.119911",Male,No,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,6125.4,1,5016,Attitude of service provider
198,1450-GALXR,Friant,"37.027663, -119.69056",Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,1,5184,Attitude of service provider
199,3138-BKYAV,Kerman,"36.727418, -120.123526",Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,1,4694,Attitude of service provider
200,4289-DTDKW,Madera,"36.902954, -120.194274",Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,4113.1,1,2576,Attitude of support person
201,1820-TQVEV,Madera,"37.004068, -119.930027",Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,1,3042,Attitude of support person
202,2239-JALAW,Mendota,"36.687292, -120.437354",Male,No,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.65,1,6105,Attitude of support person
203,4853-RULSV,Miramonte,"36.696759, -119.024051",Male,No,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,7250.15,1,4544,Attitude of service provider
204,6275-YDUVO,Orosi,"36.600185, -119.175655",Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2,178.7,1,2969,Attitude of service provider
205,0115-TFERT,Fresno,"36.841655, -119.797113",Male,No,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,2317.1,1,4123,Attitude of service provider
206,2311-QYMUQ,San Joaquin,"36.600193, -120.153393",Female,No,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,1,3696,Attitude of support person
207,3643-AHCFP,Selma,"36.545322, -119.642281",Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,1,3265,Competitor made better offer
208,3104-OWCGK,South Dos Palos,"36.959731, -120.653519",Male,No,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.95,5453.4,1,4111,Moved
209,9101-BWFSS,Tollhouse,"36.993666, -119.348267",Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.55,5610.7,1,4274,Moved
210,9231-ZJYAM,Squaw Valley,"36.719141, -119.202677",Female,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.85,292.8,1,5301,Moved
211,6982-SSHFK,Fresno,"36.768774, -119.762633",Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,1,3522,Competitor offered higher download speeds
212,0727-BMPLR,Fresno,"36.654614, -119.903674",Female,Yes,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,5509.3,1,5679,Competitor offered higher download speeds
213,1038-ZAGBI,Fresno,"36.833002, -119.82947",Female,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,229.6,1,2653,Competitor offered higher download speeds
214,3027-ZTDHO,Fresno,"36.732694, -119.783786",Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,89.9,1,5951,Don't know
215,2382-BCKQJ,Big Sur,"36.092975, -121.549826",Female,No,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,6413.65,1,5600,Competitor offered higher download speeds
216,2207-NHRJK,Carmel,"36.460611, -121.852507",Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.8,50.8,1,3718,Competitor offered higher download speeds
217,0947-MUGVO,Jolon,"35.930782, -121.189757",Male,Yes,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,1,5849,Competitor offered higher download speeds
218,9944-HKVVB,King City,"36.220761, -120.980777",Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,307.4,1,5861,Competitor offered higher download speeds
219,4124-MMETB,Lockwood,"35.989792, -121.055933",Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,1,3665,Competitor offered higher download speeds
220,3671-SHRSP,Marina,"36.689582, -121.758398",Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,319.15,1,3080,Competitor offered more data
221,3313-QKNKB,Pebble Beach,"36.587497, -121.944815",Male,No,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,5084.65,1,6304,Competitor offered more data
222,5073-WXOYN,Belmont,"37.509366, -122.306132",Female,No,No,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,3027.4,1,4941,Competitor offered more data
223,0207-MDKNV,Daly City,"37.691561, -122.445202",Female,No,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,1582.75,1,2122,Competitor made better offer
224,9851-KIELU,Loma Mar,"37.266388, -122.26308",Male,No,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,1,5803,Competitor made better offer
225,3908-BLSYF,Los Altos,"37.352911, -122.093002",Female,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,497.55,1,3962,Price too high
226,7549-MYGPK,Mountain View,"37.380662, -122.086022",Female,No,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,6215.35,1,5413,Price too high
227,3804-RVTGV,Mountain View,"37.419725, -122.062947",Male,No,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,1,5812,Price too high
228,9227-LUNBG,Pescadero,"37.22565, -122.297533",Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,1,5768,Price too high
229,4315-MURBD,San Bruno,"37.624436, -122.430661",Female,No,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,1,5559,Price too high
230,9734-YWGEX,South San Francisco,"37.654436, -122.426468",Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,923.5,1,2954,Price too high
231,2719-BDAQO,Sunnyvale,"37.378541, -122.020456",Male,No,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1625.65,1,4940,Price too high
